split,ego_init_id,rollout,cell_id,target_style,ego_policy,full_horizon,ego_speed_mps,target_speed_mps,ego_target_distance_m,future_valid_steps,response_active,target_start_offset_m
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.770335799810958,9.054068566522307,58.62871473205415,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.604947042294139,9.050724030730972,60.6297940409922,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.449271414179161,9.052056313822291,62.62467078390595,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.3011473412000925,9.05501365801517,64.61373709262446,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.161399582820451,9.05536079561195,66.59664265235274,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.026015183790682,9.05341434643574,68.57273313376476,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.8858162516051933,9.050564331531216,70.54164884282822,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.738857523541264,9.046020507829557,72.50292692340248,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.585339527853665,9.047374769183483,74.45516543725527,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.4251893717624897,9.058680559194785,76.39731074022518,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.0505181737543436,9.05726224450834,78.32565285020131,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,2.4192269611584236,9.052551932658378,80.22105303899039,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,1.8303629419250247,9.051724433907804,82.07652212957309,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,0.002440692329862827,9.054833757119797,83.82569672351012,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,0.0011050345573193061,9.056101890109488,85.55784078879817,0.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,7.358860613143097,7.133131132524668,14.988642224523936,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,6.9766589637166705,7.5124627078847235,12.279458353297628,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,6.505723547003641,9.750769616852004,9.493184381299148,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,5.916344103402801,9.918470424001093,6.8895499358584775,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.2510696429121584,9.257417701611299,5.185676947621843,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,1.3301956766937804,8.703023910551808,4.833095168216043,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,1.3220593082733139,8.743285185410697,5.308681356828266,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,1.3039130777375973,9.194497109449937,6.400606538122651,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,1.3000949305427005,9.32875442732058,7.9047433952276975,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,1.6001727435241382,9.077535631376426,9.598300971708362,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,2.2849585789036473,8.875317573616224,11.402202143298606,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.0556167156423997,8.956730843557944,13.32010639102231,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.836287541581748,9.142659187317522,15.382436099940788,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,4.12196709492928,9.15956592648624,17.551390174734042,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.7615016877981375,9.038431168129108,19.742632682365358,10.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.3603509954283424,8.972310066223166,21.881482796918373,9.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.225635602727725,9.028801918042646,23.981280405759243,8.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.637746052878174,9.101203918621483,26.110108310995393,7.0,0.0,0.0
train,3,S0_ADAPTIVE/scenario_uk_give_way_ego_init_03_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.8948884862548456,9.091727257364475,28.26759821294173,6.0,0.0,0.0
