dataset,model_cell_id,seed,ego_init_id,rollout_id,rollout_macro_nll,top1_ADE,top1_FDE,full_horizon_samples,source_artifact
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,37,42,ego_init_42,-0.8731523553495554,0.28923878286822463,0.4851080088584867,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,37,43,ego_init_43,-1.115446741956809,0.2678806705065067,0.46721393949850326,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,37,44,ego_init_44,-1.0958494697198256,0.3645207679992153,0.707757852317502,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,37,45,ego_init_45,-0.8969854563875909,0.19831677632206568,0.2253502946945915,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p4-large,11,41,ego_init_41,-1.8274740249389099,0.218089297625421,0.4317521452436643,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p4-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p4-large,11,42,ego_init_42,-1.8575134805137172,0.21297597571735377,0.41593842968729905,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p4-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p4-large,11,43,ego_init_43,-1.9447155328404835,0.20128883978043965,0.4023287401025993,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p4-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p4-large,11,44,ego_init_44,-1.6680991097137574,0.30741557999284996,0.6622992400772472,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p4-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p4-large,11,45,ego_init_45,-1.4027693893668318,0.14180734704984632,0.17452828656770808,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p4-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p4-large,23,41,ego_init_41,-1.7214982504402165,0.22442913994257327,0.42173960203947447,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p4-large__lr1e-4__s23__data100/full_horizon_metrics.json
